title,publish_time,authors,journal
Analysis of the diagnostic value of serum specific antibody testing for coronavirus disease 2019,"{""value"":""2020-06-27""}","Yan, Meitian; Zheng, Yutong; Sun, Yanmei; Wang, Lan; Luan, Liang; Liu, Jing; Tian, Xiao; Wan, Nan",J Med Virol
"Why obesity, hypertension, diabetes, and ethnicities are common risk factors for COVID‐19 and H1N1 influenza infections","{""value"":""2020-06-29""}","Miyazawa, Daisuke",J Med Virol
"Tocilizumab's efficacy in patients with Coronavirus Disease 2019 (COVID‐19) is determined by the presence of cytokine storm","{""value"":""2020-06-29""}","Andrianopoulos, Ioannis; Papathanasiou, Athanasios; Papathanakos, Georgios; Chaidos, Aristeidis; Koulouras, Vasilios",J Med Virol
Immunity and protection from COVID‐19—Environmental mycobacteria play a role,"{""value"":""2020-06-29""}","Mohapatra, Prasanta Raghab; Mishra, Baijayantimala; Behera, Bijayini",J Med Virol
Antibody responses against SARS‐CoV‐2 in COVID‐19 patients,"{""value"":""2020-06-30""}","Liu, Anding; Li, Ying; peng, Jing; Huang, Yuancheng; Xu, Dong",J Med Virol
Obesity aggravates COVID‐19: a systematic review and meta‐analysis,"{""value"":""2020-06-30""}","Yang, Jun; Hu, Jiahui; Zhu, Chunyan",J Med Virol
Simple nomogram based on initial laboratory data for predicting the probability of ICU transfer of COVID‐19 patients: Multicenter retrospective study,"{""value"":""2020-06-30""}","Zeng, Zihang; Ma, Yiming; Zeng, Huihui; Huang, Peng; Liu, Wenlong; Jiang, Mingyan; Xiang, Xudong; Deng, Dingding; Liao, Xin; Chen, Ping; Chen, Yan",J Med Virol
Discharged COVID‐19 Patients Testing Positive Again for SARS‐CoV‐2 RNA: A Minireview of Published Studies from China,"{""value"":""2020-07-01""}","Han, Zhiyong; Battaglia, Fortunato; Terlecky, Stanley R",J Med Virol
SARS‐CoV‐2‐reactive interferon‐γ‐producing CD8+ T cells in patients hospitalized with coronavirus disease 2019,"{""value"":""2020-07-02""}","Giménez, Estela; Albert, Eliseo; Torres, Ignacio; Remigia, María José; Alcaraz, María Jesús; Galindo, María José; Blasco, María Luisa; Solano, Carlos; Forner, María José; Redón, Josep; Signes‐Costa, Jaime; Navarro, David",J Med Virol
"Microstructure, pathophysiology and potential therapeutics of COVID‐19: A comprehensive review","{""value"":""2020-07-03""}","Singh, Satarudra Prakash; Pritam, Manisha; Pandey, Brijesh; Yadav, Thakur Prasad",J Med Virol
Characteristics and Clinical Outcomes of COVID‐19 Patients in an Underserved‐Inner City Population: A Single Tertiary Center Cohort,"{""value"":""2020-07-03""}","Salacup, Grace; Lo, Kevin Bryan; Gul, Fahad; Peterson, Eric; De Joy, Robert; Bhargav, Ruchika; Pelayo, Jerald; Albano, Jeri; Azmaiparashvili, Zurab; Benzaquen, Sadia; Patarroyo‐Aponte, Gabriel; Rangaswami, Janani",J Med Virol
Evaluation of sex‐related hormones and semen characteristics in reproductive‐aged male COVID‐19 patients,"{""value"":""2020-07-04""}","Ma, Ling; Xie, Wen; Li, Danyang; Shi, Lei; Ye, Guangming; Mao, Yanhong; Xiong, Yao; Sun, Hui; Zheng, Fang; Chen, Zhimin; Qin, Jyuling; Lyu, Jing; Zhang, Yuanzhen; Zhang, Ming",J Med Virol
Lopinavir/ritonavir is associated with pneumonia resolution in COVID‐19 patients with influenza coinfection: a retrospective matched‐pair cohort study,"{""value"":""2020-07-04""}","Yu, Chong; Zhang, Zhiguo; Guo, Yujiao; Shi, Jing; Pei, Guangchang; Yao, Ying; Liao, Wenhui; Zeng, Rui",J Med Virol
Oral erosions and petechiae during SARS‐CoV‐2 infection,"{""value"":""2020-07-06""}","Ciccarese, Giulia; Drago, Francesco; Boatti, Martina; Porro, Alice; Muzic, Shaun Ivan; Parodi, Aurora",J Med Virol
"Clinical features and outcomes of four HIV patients with COVID‐19 in Wuhan, China","{""value"":""2020-07-06""}","Ruan, Lianguo; Zhang, Yan; Luo, Yanhe; Yu, Xiaoli; Zeng, Yan; Peng, Hong; Han, Lijun; Chen, Lan; Roy, Sankanika; Cheng, Qiguang; Li, Huan; Guo, Xianfeng; Xiong, Dexin; Gan, Hui; Liu, Mao",J Med Virol
Detecting SARS‐CoV‐2 RNA in conjunctival secretions: Is it a valuable diagnostic method of COVID‐19?,"{""value"":""2020-07-06""}","Güemes‐Villahoz, Noemi; Burgos‐Blasco, Barbara; Arribi‐Vilela, Ana; Arriola‐Villalobos, Pedro; Rico‐Luna, Carla M.; Cuiña‐Sardiña, Ricardo; Delgado‐Iribarren, Alberto; García‐Feijoó, Julián",J Med Virol
Clinical and biological data on the use of hydroxychloroquine against SARS‐CoV‐2 could support the role of the NLRP3 inflammasome in the pathogenesis of respiratory disease,"{""value"":""2020-07-06""}","Lucchesi, Alessandro; Silimbani, Paolo; Musuraca, Gerardo; Cerchione, Claudio; Martinelli, Giovanni; Di Carlo, Paola; Napolitano, Mariasanta",J Med Virol
COVID‐19 multisystem inflammatory syndrome in three teenagers with confirmed SARS‐CoV‐2 infection,"{""value"":""2020-07-06""}","Ng, Khuen Foong; Kothari, Trishul; Bandi, Srini; Bird, Paul William; Goyal, Kanika; Zoha, Mohammad; Rai, Vinayak; Tang, Julian Wei‐Tze",J Med Virol
"HIV and SARS CoV‐2 co‐infection: A retrospective, record based, case series from South India","{""value"":""2020-07-07""}","Marimuthu, Janakiram; Kumar, Bubby S; Aravind Gandhi, P",J Med Virol
Fecal‐Oral Transmission of COVID‐19: Could Hypochlorhydria Play a Role?,"{""value"":""2020-07-07""}","Dibner, Julia",J Med Virol
Serum KL‐6 can distinguish between different phenotypes of severe COVID‐19,"{""value"":""2020-07-07""}","Nakamura, Hideta; Miyagi, Kazuya; Otsuki, Mariko; Higure, Yuri; Nishiyama, Naoya; Kinjo, Takeshi; Nakamatsu, Masashi; Haranaga, Shusaku; Tateyama, Masao; Fujita, Jiro",J Med Virol
The variability of the serological response to SARS corona virus‐2: Potential resolution of ambiguity through determination of avidity (functional affinity),"{""value"":""2020-07-07""}","Bauer, Georg",J Med Virol
The “scar” of a pandemic: cumulative incidence of COVID‐19 during the first trimester of pregnancy,"{""value"":""2020-07-07""}","Cosma, Stefano; Borella, Fulvio; Carosso, Andrea; Sciarrone, Andrea; Cusato, Jessica; Corcione, Silvia; Mengozzi, Giulio; Preti, Mario; Katsaros, Dionyssios; Di Perri, Giovanni; Benedetto, Chiara",J Med Virol
Hyperpyrexia and metabolic alkalosis in a COVID‐19 patient,"{""value"":""2020-07-08""}","Nuckchady, Dooshanveer C.",J Med Virol
Pneumococcal co‐infection in Covid‐19 patients,"{""value"":""2020-07-08""}","Toombs, Jessica; Van den Abbeele, Koenraad; Democratis, Jane; Mandal, Amit K J; Missouris, Constantinos G",J Med Virol
Clinical exacerbation of SARS‐CoV2 infection after fingolimod withdrawal,"{""value"":""2020-07-09""}","Gomez‐Mayordomo, Victor; Montero‐Escribano, Paloma; Matías‐Guiu, Jordi A; González‐García, Nuria; Porta‐Etessam, Jesús; Matías‐Guiu, Jorge",J Med Virol
SARS‐CoV‐2 and SARS‐CoV: Virtual screening of potential inhibitors targeting RNA‐dependent RNA polymerase activity (NSP12),"{""value"":""2020-07-09""}","Ruan, Zijing; Liu, Chao; Guo, Yuting; He, Zhenqing; Huang, Xinhe; Jia, Xu; Yang, Tai",J Med Virol
"Erythropoietin Induced Hemoglobin Sub‐Unit Beta may Stimulate Innate Immune RNA Virus Pattern Recognition, Suppress Reactive Oxygen Species, Reduce ACE2 Viral Doorway Opening and Neutrophil Extracellular Traps against Covid‐19","{""value"":""2020-07-09""}","Brenner, Steven Robert",J Med Virol
Duration of SARS‐CoV‐2 RNA shedding and factors associated with prolonged viral shedding in patients with COVID‐19,"{""value"":""2020-07-09""}","Li, Tong‐Zeng; Cao, Zhen‐Huan; Chen, Yu; Cai, Miao‐Tian; Zhang, Long‐Yu; Xu, Hui; Zhang, Jia‐Ying; Ma, Chun‐Hua; Liu, Yang; Gao, Li‐Juan; Duan, Zhong‐Hui; Mou, Dan‐Lei; Liang, Lian‐Chun",J Med Virol
Early‐stage predictors of the acute phase duration in uncomplicated COVID‐19 pneumonia,"{""value"":""2020-07-09""}","Carallo, Claudio; Pugliese, Fabiola; Tripolino, Cesare; Lenzi, Lorenza; Oliveri, Chiara; Fasani, Giada; Guarrera, Giovanni Maria; Spagnolli, Walter; Cozzio, Susanna",J Med Virol
Chronic treatment with hydroxychloroquine and SARS‐CoV‐2 infection,"{""value"":""2020-07-09""}","Ferreira, A; Oliveira‐e‐Silva, A; Bettencourt, P",J Med Virol
Early use of tocilizumab in the prevention of adult respiratory failure in SARS‐CoV‐2 infections and the utilization of interleukin‐6 levels in the management,"{""value"":""2020-07-09""}","Antony, Suresh J; Davis, Michelle A; Davis, Monique G; Almaghlouth, Nouf K; Guevara, Roberto; Omar, Fahad; Del Rey, Fernando; Hassan, Ali; Arian, Muhammad U; Antony, Nishaal; Prakash, Bharat V",J Med Virol
Immune responses and pathogenesis in persistently PCR‐positive patients with SARS‐CoV‐2 infection,"{""value"":""2020-07-09""}","Yu, Hai‐bin; Wang, Wen‐jing; Tang, Shan; Chen, De‐xi; Xu, Bin",J Med Virol
COVID‐19 in Pakistan: Impact on global polio eradication initiative,"{""value"":""2020-07-11""}","Haqqi, Aleena; Zahoor, Sarmad; Aftab, Muhammad Nauman; Tipu, Imran; Rehman, Yasir; Ahmed, Haroon; Afzal, Muhammad Sohail",J Med Virol
Sex and gender differences in the outcome of patients with COVID‐19,"{""value"":""2020-07-11""}","Falahi, Shahab; Kenarkoohi, Azra",J Med Virol
Comment on “Encephalopathy in patients with COVID‐19: A review”,"{""value"":""2020-07-11""}","Cheruiyot, Isaac",J Med Virol
Diagnostic efficacy of anti‐SARS‐CoV‐2 IgG/IgM test for COVID‐19: A meta‐analysis,"{""value"":""2020-07-11""}","Zhang, Zu‐Li; Hou, Yu‐Lei; Li, De‐Tao; Li, Feng‐Zeng",J Med Virol
Challenges for management of immune thrombocytopenia during COVID‐19 pandemic,"{""value"":""2020-07-11""}","Sahu, Kamal Kant; Siddiqui, Ahmad Daniyal; Rezaei, Nima; Cerny, Jan",J Med Virol
Clinical characteristics and risk factors of mild‐to‐moderate COVID‐19 patients with false‐negative SARS‐CoV‐2 nucleic acid,"{""value"":""2020-07-11""}","Rong, Yan; Wang, Fei; Liu, Jing; Zhou, Yang; Li, Xiaoli; Liang, Xinhua; Zhang, Dandan; Zeng, Huadong; Wang, Jing; Shi, Yi",J Med Virol
Meta‐analysis of chest CT features of patients with COVID‐19 pneumonia,"{""value"":""2020-07-11""}","Zheng, Ying; Wang, Ling; Ben, Suqin",J Med Virol
Effects of COVID‐19 lockdown on epidemic diseases of childhood,"{""value"":""2020-07-11""}","Belingheri, Michael; Paladino, Maria Emilia; Piacenti, Susanna; Riva, Michele Augusto",J Med Virol
Matrix metalloproteinase 3 as a valuable marker for patients with COVID‐19,"{""value"":""2020-07-11""}","Shi, Shengjie; Su, Min; Shen, Ge; Hu, Yan; Yi, Fan; Zeng, Ziyan; Zhu, Pan; Yang, Gang; Zhou, Hui; Li, Qiong; Xie, Xiaobing",J Med Virol
SARS‐CoV‐2: March toward adaptation,"{""value"":""2020-07-11""}","Benedetti, Francesca; Pachetti, Maria; Marini, Bruna; Ippodrino, Rudy; Ciccozzi, Massimo; Zella, Davide",J Med Virol
COVID‐19 crossing paths with AIDS in the homeless,"{""value"":""2020-07-14""}","Przydzial, Paulina; Tchomobe, Ghislain; Amin, Krushna; A. Engell, Engell; Okoh, Alexis K.",J Med Virol
A retrospective review of memantine use and COVID‐19‐associated mortality from a national database,"{""value"":""2020-07-14""}","Park, Moon Ho; Kwon, Do Young",J Med Virol
Efficacy and safety of umifenovir for coronavirus disease 2019 (COVID‐19): A systematic review and meta‐analysis,"{""value"":""2020-07-14""}","Huang, Dong; Yu, He; Wang, Ting; Yang, Huan; Yao, Rong; Liang, Zongan",J Med Virol
An open call for influenza vaccination pending the new wave of COVID‐19,"{""value"":""2020-07-14""}","Ozaras, Resat; Cirpin, Rasim; Duman, Habibe; Duran, Arif; Arslan, Ozgur; Leblebicioglu, Hakan",J Med Virol
Potential of Crimean‐Congo Hemorrhagic Fever outbreak during Eid‐Ul‐Adha Islamic festival and COVID‐19 pandemic in Pakistan,"{""value"":""2020-07-14""}","Ahmed, Ali; Tahir, Muhammad Junaid; Siddiqi, Ahsun Rizwan; Dujaili, Juman",J Med Virol
Changes in RT‐PCR test results and symptoms during the menstrual cycle of female individuals infected with SARS‐CoV‐2: Report of two cases,"{""value"":""2020-07-14""}","Zheng, Hua; Tan, Juan; Ma, Ke; Meng, Weihua",J Med Virol
Should RT‐PCR be considered a gold standard in the diagnosis of COVID‐19?,"{""value"":""2020-07-14""}","Hernández‐Huerta, María Teresa; Pérez‐Campos Mayoral, Laura; Sánchez Navarro, Luis Manuel; Mayoral‐Andrade, Gabriel; Pérez‐Campos Mayoral, Eduardo; Zenteno, Edgar; Pérez‐Campos, Eduardo",J Med Virol
"Coinfection, coepidemics of COVID‐19, and dengue in dengue‐endemic countries: A serious health concern","{""value"":""2020-07-14""}","Miah, Md. Asaduzzaman; Husna, Asmaul",J Med Virol
COVID‐19 and HIV co‐infection an emerging consensus,"{""value"":""2020-07-14""}","Masukume, Gwinyai; Mapanga, Witness; Grinberg, Sagy; van Zyl, Doreen S.",J Med Virol
Deep throat saliva as an alternative diagnostic specimen type for the detection of SARS‐CoV‐2,"{""value"":""2020-07-14""}","Leung, Eddie Chi‐man; Chow, Viola Chi‐ying; Lee, May Kin‐ping; Lai, Raymond Wai‐man",J Med Virol
"An update on the origin of SARS‐CoV‐2: Despite closest identity, bat (RaTG13) and pangolin derived coronaviruses varied in the critical binding site and O‐linked glycan residues","{""value"":""2020-07-14""}","Malaiyan, Jeevan; Arumugam, Suresh; Mohan, Kamalraj; Gomathi Radhakrishnan, Gokul",J Med Virol
Possible special needs for mental online support in female and male health care workers during the COVID‐19,"{""value"":""2020-07-14""}","Waszkiewicz, Napoleon",J Med Virol
COVID‐19 and Salmonella Typhi co‐epidemics in Pakistan: A real problem,"{""value"":""2020-07-15""}","Haqqi, Aleena; Khurram, Muhammad; Din, Maryam Salah Ud; Aftab, Muhammad Nauman; Ali, Muhammad; Ahmed, Haroon; Afzal, Muhammad Sohail",J Med Virol
Clinical characteristics and predictors of mortality in African‐Americans with COVID‐19 from an inner‐city community teaching hospital in New York,"{""value"":""2020-07-16""}","Gayam, Vijay; Chobufo, Muchi Ditah; Merghani, Mohamed A.; Lamichanne, Shristi; Garlapati, Pavani Reddy; Adler, Mark K",J Med Virol
Montelukast drug activity and potential against severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2),"{""value"":""2020-07-19""}","Copertino, Dennis C.; Duarte, Rodrigo R. R.; Powell, Timothy R.; de Mulder Rougvie, Miguel; Nixon, Douglas F.",J Med Virol
Optic nerve analysis in COVID‐19 patients,"{""value"":""2020-07-19""}","Burgos‐Blasco, Barbara; Güemes‐Villahoz, Noemi; Donate‐Lopez, Juan; Vidal‐Villegas, Beatriz; García‐Feijóo, Julián",J Med Virol
The first reactive arthritis case associated with COVID‐19,"{""value"":""2020-07-19""}","Saricaoglu, Elif M.; Hasanoglu, Imran; Guner, Rahmet",J Med Virol
Efficacy of ACEIs/ARBs versus CCBs on the progression of COVID‐19 patients with hypertension in Wuhan: A hospital‐based retrospective cohort study,"{""value"":""2020-07-20""}","Liu, Xiulan; Liu, Yi; Chen, Keliang; Yan, Suying; Bai, Xiangrong; Li, Juan; Liu, Dong",J Med Virol
SARS‐CoV‐2 S1 is superior to the RBD as a COVID‐19 subunit vaccine antigen,"{""value"":""2020-07-21""}","Wang, Yunfei; Wang, Lichun; Cao, Han; Liu, Cunbao",J Med Virol
Proportion of asymptomatic coronavirus disease 2019 (COVID‐19): a systematic review and meta‐analysis,"{""value"":""2020-07-21""}","He, Jingjing; Guo, Yifei; Mao, Richeng; Zhang, Jiming",J Med Virol
Systematic review and meta‐analysis of effectiveness of treatment options against SARS‐CoV‐2 infection,"{""value"":""2020-07-22""}","Thoguluva Chandrasekar, Viveksandeep; Venkatesalu, Bhanuprasad; Patel, Harsh K.; Spadaccini, Marco; Manteuffel, Jacob; Ramesh, Mayur",J Med Virol
Predictive values of blood urea nitrogen/creatinine ratio and other routine blood parameters on disease severity and survival of COVID‐19 patients,"{""value"":""2020-07-22""}","Ok, Fesih; Erdogan, Omer; Durmus, Emrullah; Carkci, Serkan; Canik, Aggul",J Med Virol
Extrapulmonary complications of COVID‐19: A multisystem disease?,"{""value"":""2020-07-22""}","Zheng, Kenneth I.; Feng, Gong; Liu, Wen‐Yue; Targher, Giovanni; Byrne, Christopher D.; Zheng, Ming‐Hua",J Med Virol
Analysis of the application value of serum antibody detection for staging of COVID‐19 infection,"{""value"":""2020-07-23""}","Zheng, Yutong; Yan, Meitian; Wang, Lan; Luan, Liang; Liu, Jing; Tian, Xiao; Wan, Nan",J Med Virol
"Newly diagnosed diabetes mellitus, DKA and COVID‐19: causality or coincidence? ‐ A report of 3 cases","{""value"":""2020-07-24""}","Suwanwongse, Kulachanya; Shabarek, Nehad",J Med Virol
Risk factors and outcomes of COVID‐19 in New York City; a retrospective cohort study,"{""value"":""2020-07-24""}","van Gerwen, Maaike; Alsen, Mathilda; Little, Christine; Barlow, Joshua; Genden, Eric; Naymagon, Leonard; Tremblay, Douglas",J Med Virol
Co‐infection of other respiratory pathogens and HIV in COVID‐19 patients: is there a pattern?,"{""value"":""2020-07-24""}","Barrera‐López, Pedro; Pérez‐Riveros, Erika D.; Moreno‐Montoya, José; Ballesteros, Silvia Marcela; Valencia, Sergio A.; De la Hoz‐Valle, José A.",J Med Virol
Coagulation dysfunction is associated with severity of COVID‐19: a meta‐analysis,"{""value"":""2020-07-24""}","Zhu, Jieyun; Pang, Jielong; Ji, Pan; Zhong, Zhimei; Li, Hongyuan; Li, Bocheng; Zhang, Jianfeng; Lu, Junyu",J Med Virol
SARS‐CoV‐2 infection in persons living with HIV: a single center prospective cohort,"{""value"":""2020-07-24""}","Maggiolo, Franco; Zoboli, Fabio; Arosio, Marco; Valenti, Daniela; Guarneri, Davide; Sangiorgio, Lorena; Ripamonti, Diego; Callegaro, Annapaola",J Med Virol
The dynamic changes of serum IgM and IgG against SARS‐CoV‐2 in patients with COVID‐19,"{""value"":""2020-07-24""}","Zhou, Wei; Xu, Xiaomao; Chang, Zhigang; Wang, He; Zhong, Xuefeng; Tong, Xunliang; Liu, Taotao; Li, Yanming",J Med Virol
"Ambient air pollution, meteorology, and COVID‐19 infection in Korea","{""value"":""2020-07-27""}","Hoang, Tung; Tran, Tho Thi Anh",J Med Virol
Encephalitic syndrome and anosmia in COVID‐19: Do these clinical presentations really reflect SARS‐CoV‐2 neurotropism? A theory based on the review of 25 COVID‐19 cases,"{""value"":""2020-07-27""}","Pouga, Lydia",J Med Virol
"Analysis of the positive rate of 4254 cases of COVID‐19 nucleic acid tests in different aites in Wuhan, China","{""value"":""2020-07-27""}","Deng, Kebin; Li, Hui; Ma, Xin; Yu, Bianbian; Yi, Xinlin; Chen, Ying; Tian, Bo; Zhang, Qing",J Med Virol
Clinical neurophysiology and cerebrospinal liquor analysis to detect Guillain‐Barré syndrome and polyneuritis cranialis in COVID‐19 patients: A case series,"{""value"":""2020-07-27""}","Manganotti, Paolo; Bellavita, Giulia; D'Acunto, Laura; Tommasini, Valentina; Fabris, Martina; Sartori, Arianna; Bonzi, Lucia; Buoite Stella, Alex; Pesavento, Valentina",J Med Virol
Gastrointestinal and hepatic abnormalities in patients with confirmed COVID‐19: A systematic review and meta‐analysis,"{""value"":""2020-07-27""}","Zarifian, Ahmadreza; Zamiri Bidary, Mohammad; Arekhi, Soheil; Rafiee, Mahdi; Gholamalizadeh, Hanieh; Amiriani, Amirhosein; Ghaderi, Mohammad Sajjad; Khadem‐Rezaiyan, Majid; Amini, Mahnaz; Ganji, Azita",J Med Virol
Association between detectable SARS‐COV‐2 RNA in anal swabs and disease severity in patients with coronavirus disease 2019,"{""value"":""2020-07-27""}","Lin, Weiyin; Xie, Zhiwei; Li, Yueping; Li, Liya; Wen, Chunyan; Cao, Yi; Chen, Xiaoting; Ou, Xu; Hu, Fengyu; Li, Feng; Tang, Xiaoping; Cai, Weiping; Li, Linghua",J Med Virol
"Analytical and clinical validation of an ELISA for specific SARS‐CoV‐2 IgG, IgA, and IgM antibodies","{""value"":""2020-07-27""}","Tré‐Hardy, Marie; Wilmet, Alain; Beukinga, Ingrid; Favresse, Julien; Dogné, Jean‐Michel; Douxfils, Jonathan; Blairon, Laurent",J Med Virol
COVID‐19: What type of cytokine storm are we dealing with?,"{""value"":""2020-07-27""}","Monneret, Guillaume; Benlyamani, Ihsane; Gossez, Morgane; Bermejo‐Martin, Jesus F; Martín‐Fernandez, Marta; Sesques, Pierre; Wallet, Florent; Venet, Fabienne",J Med Virol
COVID‐19 in children in Brunei Darussalam: Higher incidence but mild manifestations,"{""value"":""2020-07-27""}","George, Shaji; Ansari, Mohammad Salahuddin; Kalliath, Anto; Khan, Mohammad Jawaid; Abdullah, Muhammad Syafiq; Asli, Rosmonaliza; Momin, Riamiza Natalie; Mani, Babu Ivan; Chong, Pui Lin; Chong, Vui Heng",J Med Virol
Tocilizumab for the treatment of adult patients with severe COVID‐19 pneumonia: A single‐center cohort study,"{""value"":""2020-07-27""}","Fernández‐Ruiz, Mario; López‐Medrano, Francisco; Pérez‐Jacoiste Asín, María Asunción; Maestro de la Calle, Guillermo; Bueno, Héctor; Caro‐Teller, José Manuel; Catalán, Mercedes; de la Calle, Cristina; García‐García, Rocío; Gómez, Carlos; Laguna‐Goya, Rocío; Lizasoáin, Manuel; Martínez‐López, Joaquín; Origüen, Julia; Pablos, José Luis; Ripoll, Mar; San Juan, Rafael; Trujillo, Hernando; Lumbreras, Carlos; Aguado, José María",J Med Virol
"Transmission route and introduction of pandemic SARS‐CoV‐2 between China, Italy, and Spain","{""value"":""2020-07-27""}","Nabil, Benazi; Sabrina, Bounab; Abdelhakim, Bounab",J Med Virol
"Hydroxychloroquine, dermatology, and SARS‐CoV‐2: Updating an old association","{""value"":""2020-07-28""}","Diotallevi, Federico; Campanati, Anna; Radi, Giulia; Luchetti, Michele M.; Benfaremo, Devis; Tagliati, Corrado; Simonetti, Oriana; Offidani, Annamaria",J Med Virol
"ACE2, TMPRSS2, and Furin variants and SARS‐CoV‐2 infection in Madrid, Spain","{""value"":""2020-07-28""}","Torre‐Fuentes, Laura; Matías‐Guiu, Jorge; Hernández‐Lorenzo, Laura; Montero‐Escribano, Paloma; Pytel, Vanesa; Porta‐Etessam, Jesús; Gómez‐Pinedo, Ulises; Matías‐Guiu, Jordi A.",J Med Virol
COVID‐19 and dengue coepidemics: A double trouble for overburdened health systems in developing countries,"{""value"":""2020-07-28""}","Din, Misbahud; Asghar, Madiha; Ali, Muhammad",J Med Virol
HIV/SARS‐CoV‐2 coinfection: A global perspective,"{""value"":""2020-07-28""}","Kanwugu, Osman N.; Adadi, Parise",J Med Virol
COVID‐19 diagnostics for resource‐limited settings: Evaluation of “unextracted” qRT‐PCR,"{""value"":""2020-07-28""}","Adams, Nicholas M.; Leelawong, Mindy; Benton, Alison; Quinn, Criziel; Haselton, Frederick R.; Schmitz, Jonathan E.",J Med Virol
Association between tuberculosis and COVID‐19 severity and mortality: A rapid systematic review and meta‐analysis,"{""value"":""2020-07-28""}","Gao, Ya; Liu, Ming; Chen, Yamin; Shi, Shuzhen; Geng, Jie; Tian, Jinhui",J Med Virol
Aging and therapy‐related hypogammaglobulinemia causing pneumonia: An overlooked curable entity in the chaotic COVID‐19 pandemic,"{""value"":""2020-07-28""}","Zaidi, Syed Ziauddin Ahmed; Zaidi, Fatima Zia; AlShehry, Nawal; Zaidi, Abdul Rehman Zia; Zaidi, Saleha Zia; Abdullah, Syed Maaz",J Med Virol
Recurrent presence of SARS‐CoV‐2 RNA in a 33‐year‐old man,"{""value"":""2020-07-28""}","Wang, Pei",J Med Virol
SARS‐CoV‐2 infection causes pulmonary shunt by vasodilatation,"{""value"":""2020-08-02""}","Brito‐Azevedo, Anderson; Pinto, Eduardo Costa; de Cata Preta Corrêa, Gabriel Angelo; Bouskela, Eliete",J Med Virol
SARS‐CoV‐2 diagnostics in the virology laboratory of a University Hospital in Rome during the lockdown period,"{""value"":""2020-08-02""}","Turriziani, Ombretta; Sciandra, Ilaria; Mazzuti, Laura; Di Carlo, Daniele; Bitossi, Camilla; Calabretto, Marianna; Guerrizio, Giuliana; Oliveto, Giuseppe; Riveros Cabral, Rodolfo J.; Viscido, Agnese; Falasca, Francesca; Gentile, Massimo; Pietropaolo, Valeria; Rodio, Donatella M.; Carattoli, Alessandra; Antonelli, Guido",J Med Virol
COVID‐19 and pregnancy: An opportunity to correct an historic gender bias,"{""value"":""2020-08-02""}","Comas, Carmina; Carreras, Elena",J Med Virol
"Emerging coronaviruses: Genome structure, replication, and pathogenesis","{""value"":""2020-08-02""}","Chen, Yu; Liu, Qianyun; Guo, Deyin",J Med Virol
SARS‐CoV‐2 replicating in nonprimate mammalian cells probably have critical advantages for COVID‐19 vaccines due to anti‐Gal antibodies: A minireview and proposals,"{""value"":""2020-08-02""}","Chen, Ji‐Ming",J Med Virol
Meta‐regression of COVID‐19 prevalence/fatality on socioeconomic characteristics of data from top 50 U.S. large cities,"{""value"":""2020-08-02""}","Takagi, Hisato; Kuno, Toshiki; Yokoyama, Yujiro; Ueyama, Hiroki; Matsushiro, Takuya; Hari, Yosuke; Ando, Tomo",J Med Virol
COVID‐19 and coagulation dysfunction in adults: A systematic review and meta‐analysis,"{""value"":""2020-08-02""}","Lin, Jing; Yan, Han; Chen, Hanchuan; He, Chen; Lin, Chunjin; He, Haoming; Zhang, Sicheng; Shi, Songjing; Lin, Kaiyang",J Med Virol
SARS‐CoV‐2 causes Kawasaki‐like disease in children: Cases reported in Pakistan,"{""value"":""2020-08-02""}","Khan, Kiran Shafiq; Ullah, Irfan",J Med Virol
Qualitative assessment of SARS‐CoV‐2‐specific antibody avidity by lateral flow immunochromatographic IgG/IgM antibody assay,"{""value"":""2020-08-02""}","Valdivia, Arantxa; Torres, Ignacio; Huntley, Dixie; Alcaraz, María J.; Albert, Eliseo; Colomina, Javier; Ferrer, Josep; Carratalá, Arturo; Navarro, David",J Med Virol
Are the salivary glands the key players in spreading COVID‐19 asymptomatic infection in dental practice?,"{""value"":""2020-08-02""}","da Silva Pedrosa, Marlus; Sipert, Carla Renata; Nogueira, Fernando Neves",J Med Virol
Detection profile of SARS‐CoV‐2 using RT‐PCR in different types of clinical specimens: A systematic review and meta‐analysis,"{""value"":""2020-08-02""}","Bwire, George M.; Majigo, Mtebe V.; Njiro, Belinda J.; Mawazo, Akili",J Med Virol
"The mechanistic rationale of drugs, primary endpoints, geographical distribution of clinical trials against severe acute respiratory syndrome‐related coronavirus‐2: A systematic review","{""value"":""2020-08-02""}","Venkatesulu, Bhanu Prasad; Thoguluva Chandrasekar, Viveksandeep; Giridhar, Prashanth; V, Pragathee; Patel, Harsh K.; Manteuffel, Jacob",J Med Virol
Placental SARS‐CoV‐2 in a Pregnant Woman with Mild COVID‐19 Disease,"{""value"":""2020-08-04""}","Hsu, Albert L.; Guan, Minhui; Johannesen, Eric; Stephens, Amanda J.; Khaleel, Nabila; Kagan, Nikki; Tuhlei, Breanna C.; Wan, Xiu‐Feng",J Med Virol
Can Aldosterone increase Interleukin‐6 levels in Covid‐19 Pneumonia?,"{""value"":""2020-08-04""}","Campana, Pasquale; Flocco, Veronica; Aruta, Francesco; Cacciatore, Francesco; Abete, Pasquale",J Med Virol
